,id,name,category,collection,hex,lrv,link
1425,T530,Saucy,Neutral,The Classic Collection,#c6ac77,42.956,valspar.com//en/colors/browse-colors/independent-retailers/neutral/saucy-t530
1426,M329,Paris Gray,Purple,The Soft Collection,#9db2c2,42.953,valspar.com//en/colors/browse-colors/independent-retailers/purple/paris-gray-m329
1427,3007-8A,Tweed Jacket,Yellow,,#c7ab7b,42.852,valspar.com//en/colors/browse-colors/lowes/yellow/tweed-jacket-3007-8a
1428,3002-5C,Frankincense,Orange,,#dca46e,42.768,valspar.com//en/colors/browse-colors/lowes/orange/frankincense-3002-5c
1429,5006-5C,Spearmint Haze,Green,,#99b6a2,42.756,valspar.com//en/colors/browse-colors/lowes/green/spearmint-haze-5006-5c
1430,1008-1C,Peach Burst,Red,,#f59491,42.745,valspar.com//en/colors/browse-colors/lowes/red/peach-burst-1008-1c
1431,V090-3,Moraine,Neutral,,#c8aa83,42.716,valspar.com//en/colors/browse-colors/independent-retailers/neutral/moraine-v090-3
1432,1001-4A,Fancy Pansy,Purple,,#b9a9c8,42.642,valspar.com//en/colors/browse-colors/lowes/purple/fancy-pansy-1001-4a
1433,1006-6A,Sugarplum Dance,Red,,#cda4af,42.609,valspar.com//en/colors/browse-colors/lowes/red/sugarplum-dance-1006-6a
1434,V060-4,Bavarian Hops,Green,Popular,#9fb683,42.595,valspar.com//en/colors/browse-colors/independent-retailers/green/bavarian-hops-v060-4
1435,P008,Copper Canyon,Orange,The Classic Collection,#e49e7e,42.545,valspar.com//en/colors/browse-colors/independent-retailers/orange/copper-canyon-p008
1436,4001-3C,Midsummer Twilight,Purple,,#b7abb8,42.54,valspar.com//en/colors/browse-colors/lowes/purple/midsummer-twilight-4001-3c
1437,V093-3,Casual Khaki,Neutral,,#c5ab7f,42.506,valspar.com//en/colors/browse-colors/independent-retailers/neutral/casual-khaki-v093-3
1438,V037-2,Safe Haven,Blue,,#a2aed2,42.491,valspar.com//en/colors/browse-colors/independent-retailers/blue/safe-haven-v037-2
1439,V025-2,Clean Green,Green,,#88b999,42.427,valspar.com//en/colors/browse-colors/independent-retailers/green/clean-green-v025-2
1440,2007-3B,Brushed Orange,Orange,,#f79751,42.42,valspar.com//en/colors/browse-colors/lowes/orange/brushed-orange-2007-3b
1441,6001-6A,Gloaming Green,Green,,#a6b483,42.346,valspar.com//en/colors/browse-colors/lowes/green/gloaming-green-6001-6a
1442,5001-10A,Water Fountain,Blue,The Bold Collection,#6fb8d3,42.336,valspar.com//en/colors/browse-colors/lowes/blue/water-fountain-5001-10a
1443,V073-3,Wings of Pegasus,Blue,,#93b1d6,42.298,valspar.com//en/colors/browse-colors/independent-retailers/blue/wings-of-pegasus-v073-3
1444,V086-3,Key Wester,Neutral,,#cfa682,42.286,valspar.com//en/colors/browse-colors/independent-retailers/neutral/key-wester-v086-3
1445,V070-4,Blue Topaz,Blue,,#72b7d9,42.268,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-topaz-v070-4
1446,V085-3,Maple Tan,Neutral,2023 Color Of The Year,#d4a482,42.231,valspar.com//en/colors/browse-colors/independent-retailers/neutral/maple-tan-v085-3
1447,6006-1C,Ivory Brown,Neutral,2023 Color Of The Year,#baac9a,42.188,valspar.com//en/colors/browse-colors/lowes/neutral/ivory-brown-6006-1c
1448,M147,Roasted Cashew,Neutral,The Natural Collection,#cba77c,42.057,valspar.com//en/colors/browse-colors/independent-retailers/neutral/roasted-cashew-m147
1449,T516,Gentility,Neutral,The Classic Collection,#c9a789,42.025,valspar.com//en/colors/browse-colors/independent-retailers/neutral/gentility-t516
1450,V059-4,Terrarium,Green,,#aeb087,42.022,valspar.com//en/colors/browse-colors/independent-retailers/green/terrarium-v059-4
1451,V096-3,Green Willow,Green,Popular,#b7ae89,42.016,valspar.com//en/colors/browse-colors/independent-retailers/green/green-willow-v096-3
1452,8003-17D,My Chai,Orange,,#cca683,42.0,valspar.com//en/colors/browse-colors/lowes/orange/my-chai-8003-17d
1453,8002-12C,Venetian Plaster,Orange,,#de9e85,42.0,valspar.com//en/colors/browse-colors/lowes/orange/venetian-plaster-8002-12c
1454,8002-18D,Bonfire Toffee,Yellow,,#d5a472,42.0,valspar.com//en/colors/browse-colors/lowes/yellow/bonfire-toffee-8002-18d
1455,8002-35D,Carnival Glass,Green,,#8bb6ae,42.0,valspar.com//en/colors/browse-colors/lowes/green/carnival-glass-8002-35d
1456,8003-46C,Brush Stroke,Blue,,#9aafc7,42.0,valspar.com//en/colors/browse-colors/lowes/blue/brush-stroke-8003-46c
1457,8002-45C,Moonglow,Blue,,#92b2d1,42.0,valspar.com//en/colors/browse-colors/lowes/blue/moonglow-8002-45c
1458,8001-42D,BFF Blue,Blue,,#68b6e0,42.0,valspar.com//en/colors/browse-colors/lowes/blue/bff-blue-8001-42d
1459,M110,Green as a Bean,Neutral,The Natural Collection,#c2ab7b,41.984,valspar.com//en/colors/browse-colors/independent-retailers/neutral/green-as-a-bean-m110
1460,V071-3,Tribute,Blue,Popular,#74b5da,41.86,valspar.com//en/colors/browse-colors/independent-retailers/blue/tribute-v071-3
1461,M201,Au Contraire,Red,The Bold Collection,#f49381,41.85,valspar.com//en/colors/browse-colors/independent-retailers/red/au-contraire-m201
1462,6008-8C,Asparagus,Green,,#b1b323,41.767,valspar.com//en/colors/browse-colors/lowes/green/asparagus-6008-8c
1463,V034-2,BFF Blue,Blue,,#68b6e0,41.728,valspar.com//en/colors/browse-colors/independent-retailers/blue/bff-blue-v034-2
1464,V007-2,Tropical Paradise,Red,,#f69278,41.696,valspar.com//en/colors/browse-colors/independent-retailers/red/tropical-paradise-v007-2
1465,T578,My Guinea Pig,Neutral,The Classic Collection,#c2a987,41.696,valspar.com//en/colors/browse-colors/independent-retailers/neutral/my-guinea-pig-t578
1466,V044-3,Venetian Plaster,Orange,,#de9e85,41.66,valspar.com//en/colors/browse-colors/independent-retailers/orange/venetian-plaster-v044-3
1467,3004-10A,Leatherbound,Neutral,,#c5a887,41.593,valspar.com//en/colors/browse-colors/lowes/neutral/leatherbound-3004-10a
1468,V088-3,Uncommon Coir,Neutral,,#c4a889,41.547,valspar.com//en/colors/browse-colors/independent-retailers/neutral/uncommon-coir-v088-3
1469,1004-10A,Berry Frost,Neutral,,#bca8a3,41.533,valspar.com//en/colors/browse-colors/lowes/neutral/berry-frost-1004-10a
1470,4004-10A,Sassy Violet,Purple,Popular,#a1abd7,41.528,valspar.com//en/colors/browse-colors/lowes/purple/sassy-violet-4004-10a
1471,4002-7C,Purple Freedom,Purple,,#a6abc6,41.461,valspar.com//en/colors/browse-colors/lowes/purple/purple-freedom-4002-7c
1472,2003-1B,Orange Pecan,Orange,,#f39562,41.397,valspar.com//en/colors/browse-colors/lowes/orange/orange-pecan-2003-1b
1473,3007-10A,Wetland Clay,Neutral,,#bfa98c,41.397,valspar.com//en/colors/browse-colors/lowes/neutral/wetland-clay-3007-10a
1474,5007-10A,Seafarer,Blue,,#53bdb2,41.371,valspar.com//en/colors/browse-colors/lowes/blue/seafarer-5007-10a
1475,V083-3,Adobe Village,Neutral,,#d0a38b,41.36,valspar.com//en/colors/browse-colors/independent-retailers/neutral/adobe-village-v083-3
1476,2004-10A,Adirondack Path,Neutral,,#c2a798,41.34,valspar.com//en/colors/browse-colors/lowes/neutral/adirondack-path-2004-10a
1477,M136,Brown Owl,Neutral,The Natural Collection,#c0a88d,41.336,valspar.com//en/colors/browse-colors/independent-retailers/neutral/brown-owl-m136
1478,T577,Brown Bunny,Neutral,The Classic Collection,#bea98c,41.267,valspar.com//en/colors/browse-colors/independent-retailers/neutral/brown-bunny-t577
1479,V087-3,Woven Jute,Neutral,,#c4a68c,41.15,valspar.com//en/colors/browse-colors/independent-retailers/neutral/woven-jute-v087-3
1480,4005-1C,Metropolis,Gray,,#a9acad,41.047,valspar.com//en/colors/browse-colors/lowes/gray/metropolis-4005-1c
1481,M134,Cinnamon Mocha,Orange,The Natural Collection,#cda387,41.043,valspar.com//en/colors/browse-colors/independent-retailers/orange/cinnamon-mocha-m134
1482,8003-47C,Bonnie Blue,Purple,,#a3abc5,41.0,valspar.com//en/colors/browse-colors/lowes/purple/bonnie-blue-8003-47c
1483,8004-23C,Soothing Sage,Green,,#b4ac95,41.0,valspar.com//en/colors/browse-colors/lowes/green/soothing-sage-8004-23c
1484,8004-22D,Fresh Leaf,Green,,#b9ab88,41.0,valspar.com//en/colors/browse-colors/lowes/green/fresh-leaf-8004-22d
1485,8003-39D,Windswept Clouds,Blue,,#95b0b5,41.0,valspar.com//en/colors/browse-colors/lowes/blue/windswept-clouds-8003-39d
1486,8001-44D,Wild Blue Yonder,Blue,,#88b0d7,41.0,valspar.com//en/colors/browse-colors/lowes/blue/wild-blue-yonder-8001-44d
1487,8004-14D,Woven Jute,Neutral,,#c4a68c,41.0,valspar.com//en/colors/browse-colors/lowes/neutral/woven-jute-8004-14d
1488,8004-34D,Cambridge Lily,Gray,,#a1afaa,41.0,valspar.com//en/colors/browse-colors/lowes/gray/cambridge-lily-8004-34d
1489,8004-33D,Dream Weaver,Gray,,#a3afac,41.0,valspar.com//en/colors/browse-colors/lowes/gray/dream-weaver-8004-33d
1490,V062-3,Dried Basil,Green,,#96b395,40.953,valspar.com//en/colors/browse-colors/independent-retailers/green/dried-basil-v062-3
1491,V019-3,Sugar Leaves,Yellow,Popular,#c9a935,40.905,valspar.com//en/colors/browse-colors/independent-retailers/yellow/sugar-leaves-v019-3
1492,V097-3,Stormy Day,Green,"Popular,2023 Color Of The Year",#a6ae9b,40.85,valspar.com//en/colors/browse-colors/independent-retailers/green/stormy-day-v097-3
1493,M258,Blue Energy,Blue,The Bold Collection,#5fbba5,40.848,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-energy-m258
1494,6008-4A,Dry Earth,Neutral,,#bda982,40.805,valspar.com//en/colors/browse-colors/lowes/neutral/dry-earth-6008-4a
1495,6003-10A,Spearmint Burst,Green,,#60bd8e,40.778,valspar.com//en/colors/browse-colors/lowes/green/spearmint-burst-6003-10a
1496,P100,Garden District,Green,The Classic Collection,#90b39b,40.731,valspar.com//en/colors/browse-colors/independent-retailers/green/garden-district-p100
1497,V012-3,Darling Clementine,Orange,,#f79322,40.702,valspar.com//en/colors/browse-colors/independent-retailers/orange/darling-clementine-v012-3
1498,4006-10A,High Seas,Blue,,#78b1d8,40.579,valspar.com//en/colors/browse-colors/lowes/blue/high-seas-4006-10a
1499,6007-6A,New Avocado,Green,,#baab5d,40.529,valspar.com//en/colors/browse-colors/lowes/green/new-avocado-6007-6a
1500,3008-7C,Desert Grass,Green,,#bda975,40.461,valspar.com//en/colors/browse-colors/lowes/green/desert-grass-3008-7c
1501,4002-1B,London Coach,Gray,,#b3a8a4,40.437,valspar.com//en/colors/browse-colors/lowes/gray/london-coach-4002-1b
1502,V135-4,Oyster Shoal,Neutral,2023 Color Of The Year,#b7a895,40.348,valspar.com//en/colors/browse-colors/independent-retailers/neutral/oyster-shoal-v135-4
1503,5007-3C,Green Garlands,Green,,#a4ae8f,40.289,valspar.com//en/colors/browse-colors/lowes/green/green-garlands-5007-3c
1504,V084-3,Emery Board,Neutral,,#c8a389,40.244,valspar.com//en/colors/browse-colors/independent-retailers/neutral/emery-board-v084-3
1505,V052-4,Golden Tiger,Orange,,#de9e40,40.198,valspar.com//en/colors/browse-colors/independent-retailers/orange/golden-tiger-v052-4
1506,2002-6B,Salmon Run,Red,,#dd998d,40.158,valspar.com//en/colors/browse-colors/lowes/red/salmon-run-2002-6b
1507,V042-4,Flight of Fancy,Red,,#e99296,40.131,valspar.com//en/colors/browse-colors/independent-retailers/red/flight-of-fancy-v042-4
1508,V079-3,Pink Cocoa Cupcake,Red,,#ce9ea0,40.119,valspar.com//en/colors/browse-colors/independent-retailers/red/pink-cocoa-cupcake-v079-3
1509,V063-3,Patina Hue,Green,,#7cb6a1,40.106,valspar.com//en/colors/browse-colors/independent-retailers/green/patina-hue-v063-3
1510,M351,Earthy Beige,Neutral,The Soft Collection,#b5a893,40.089,valspar.com//en/colors/browse-colors/independent-retailers/neutral/earthy-beige-m351
1511,V098-3,Sigh of Relief,Green,,#a0ada0,40.048,valspar.com//en/colors/browse-colors/independent-retailers/green/sigh-of-relief-v098-3
1512,8003-30D,Cool Pine,Green,,#a9ab94,40.0,valspar.com//en/colors/browse-colors/lowes/green/cool-pine-8003-30d
1513,8006-1D,Artemis,Neutral,,#b0a998,40.0,valspar.com//en/colors/browse-colors/lowes/neutral/artemis-8006-1d
1514,8005-8D,Koala,Neutral,,#b5a79a,40.0,valspar.com//en/colors/browse-colors/lowes/neutral/koala-8005-8d
1515,8005-5D,Oyster Shoal,Neutral,,#b7a895,40.0,valspar.com//en/colors/browse-colors/lowes/neutral/oyster-shoal-8005-5d
1516,8004-7C,Pick of the Litter,Neutral,,#b8a59b,40.0,valspar.com//en/colors/browse-colors/lowes/neutral/pick-of-the-litter-8004-7c
1517,8004-32D,Gracious Gray,Gray,The Natural Collection,#a6aba1,40.0,valspar.com//en/colors/browse-colors/lowes/gray/gracious-gray-8004-32d
1518,8004-29D,Rigani,Gray,,#a9aa9c,40.0,valspar.com//en/colors/browse-colors/lowes/gray/rigani-8004-29d
1519,T565,Snug as a Bug,Neutral,The Classic Collection,#bca695,39.98,valspar.com//en/colors/browse-colors/independent-retailers/neutral/snug-as-a-bug-t565
1520,4008-10A,Sea Frolic,Blue,,#53b5df,39.979,valspar.com//en/colors/browse-colors/lowes/blue/sea-frolic-4008-10a
1521,P091,Ripe Pear,Yellow,The Classic Collection,#cfa342,39.9,valspar.com//en/colors/browse-colors/independent-retailers/yellow/ripe-pear-p091
1522,M311,Ara Glen,Gray,The Soft Collection,#aaab99,39.896,valspar.com//en/colors/browse-colors/independent-retailers/gray/ara-glen-m311
1523,V013-3,Sunflower Field,Orange,,#e8983d,39.885,valspar.com//en/colors/browse-colors/independent-retailers/orange/sunflower-field-v013-3
1524,5006-8A,Swim,Blue,,#68b6b6,39.876,valspar.com//en/colors/browse-colors/lowes/blue/swim-5006-8a
1525,V143-4,Gracious Gray,Gray,,#a6aba1,39.869,valspar.com//en/colors/browse-colors/independent-retailers/gray/gracious-gray-v143-4
1526,2003-10A,Glamorous Taupe,Neutral,,#bda49a,39.826,valspar.com//en/colors/browse-colors/lowes/neutral/glamorous-taupe-2003-10a
1527,P075,Lychee Berry,Red,The Classic Collection,#c1a2a4,39.788,valspar.com//en/colors/browse-colors/independent-retailers/red/lychee-berry-p075
1528,M132,Packed Sand,Neutral,The Natural Collection,#b3a79a,39.717,valspar.com//en/colors/browse-colors/independent-retailers/neutral/packed-sand-m132
1529,T574,Prom Night,Neutral,The Classic Collection,#c0a397,39.672,valspar.com//en/colors/browse-colors/independent-retailers/neutral/prom-night-t574
1530,V144-4,Rigani,Gray,,#a9aa9c,39.67,valspar.com//en/colors/browse-colors/independent-retailers/gray/rigani-v144-4
1531,2007-10A,Timber Dust,Neutral,,#baa693,39.65,valspar.com//en/colors/browse-colors/lowes/neutral/timber-dust-2007-10a
1532,V131-4,Puppy Love,Neutral,Popular,#bba592,39.64,valspar.com//en/colors/browse-colors/independent-retailers/neutral/puppy-love-v131-4
1533,V064-4,Intracoastal,Blue,,#77b5a8,39.635,valspar.com//en/colors/browse-colors/independent-retailers/blue/intracoastal-v064-4
1534,V133-4,Gentry Gray,Neutral,2021 Color Of The Year,#b7a695,39.609,valspar.com//en/colors/browse-colors/independent-retailers/neutral/gentry-gray-v133-4
1535,V129-4,Pick of the Litter,Neutral,,#b8a59b,39.606,valspar.com//en/colors/browse-colors/independent-retailers/neutral/pick-of-the-litter-v129-4
1536,M121,Sweet Treat,Neutral,The Natural Collection,#bca498,39.584,valspar.com//en/colors/browse-colors/independent-retailers/neutral/sweet-treat-m121
1537,5007-1C,Coastal Jetty,Gray,,#a9aaa0,39.549,valspar.com//en/colors/browse-colors/lowes/gray/coastal-jetty-5007-1c
1538,T679,Afternoon Nap,Gray,The Classic Collection,#aca996,39.532,valspar.com//en/colors/browse-colors/independent-retailers/gray/afternoon-nap-t679
1539,6006-10C,Awakening,Green,,#87b743,39.518,valspar.com//en/colors/browse-colors/lowes/green/awakening-6006-10c
1540,T627,Serene Scene,Gray,The Classic Collection,#a3ab9e,39.455,valspar.com//en/colors/browse-colors/independent-retailers/gray/serene-scene-t627
1541,2007-5C,Peach Ice Cream,Orange,,#dd9971,39.452,valspar.com//en/colors/browse-colors/lowes/orange/peach-ice-cream-2007-5c
1542,3007-5B,Earthen Sienna,Yellow,,#cba25e,39.439,valspar.com//en/colors/browse-colors/lowes/yellow/earthen-sienna-3007-5b
1543,5001-3C,Blue Arrow,Blue,2023 Color Of The Year,#9bacac,39.431,valspar.com//en/colors/browse-colors/lowes/blue/blue-arrow-5001-3c
1544,4005-8A,Mysterious Blue,Blue,The Bold Collection,#8eabd3,39.384,valspar.com//en/colors/browse-colors/lowes/blue/mysterious-blue-4005-8a
1545,V132-4,Fashion District,Neutral,,#b7a595,39.377,valspar.com//en/colors/browse-colors/independent-retailers/neutral/fashion-district-v132-4
1546,V101-4,Gin Berry,Blue,2024 Color Of The Year,#94aea9,39.354,valspar.com//en/colors/browse-colors/independent-retailers/blue/gin-berry-v101-4
1547,V130-3,Turning Tables,Neutral,Popular,#b5a69b,39.275,valspar.com//en/colors/browse-colors/independent-retailers/neutral/turning-tables-v130-3
1548,6002-10B,New Meadow,Blue,,#41bc97,39.241,valspar.com//en/colors/browse-colors/lowes/blue/new-meadow-6002-10b
1549,2004-8A,Vienna Beige,Orange,Popular,#cc9f80,39.192,valspar.com//en/colors/browse-colors/lowes/orange/vienna-beige-2004-8a
1550,4002-10A,Purple Gala,Purple,Popular,#b99ecd,39.149,valspar.com//en/colors/browse-colors/lowes/purple/purple-gala-4002-10a
1551,3002-3A,Roasted Chestnut,Orange,,#e89629,39.122,valspar.com//en/colors/browse-colors/lowes/orange/roasted-chestnut-3002-3a
1552,V128-4,Embarrassed Shadow,Neutral,,#b7a49f,39.085,valspar.com//en/colors/browse-colors/independent-retailers/neutral/embarrassed-shadow-v128-4
1553,V127-4,Mystical Gray,Neutral,,#b0a5a4,39.017,valspar.com//en/colors/browse-colors/independent-retailers/neutral/mystical-gray-v127-4
1554,8003-38D,Fog Blue,Blue,,#8eadac,39.0,valspar.com//en/colors/browse-colors/lowes/blue/fog-blue-8003-38d
1555,8004-5D,Embarrassed Shadow,Neutral,,#b7a49f,39.0,valspar.com//en/colors/browse-colors/lowes/neutral/embarrassed-shadow-8004-5d
1556,8004-3D,Mystical Gray,Gray,,#b0a5a4,39.0,valspar.com//en/colors/browse-colors/lowes/gray/mystical-gray-8004-3d
1557,6004-1C,Ashen Gray,Neutral,,#b0a69a,38.997,valspar.com//en/colors/browse-colors/lowes/neutral/ashen-gray-6004-1c
1558,1003-3C,La La Love,Purple,,#c49bbf,38.989,valspar.com//en/colors/browse-colors/lowes/purple/la-la-love-1003-3c
1559,T685,Artful,Gray,The Classic Collection,#a0aaa6,38.966,valspar.com//en/colors/browse-colors/independent-retailers/gray/artful-t685
1560,V022-2,Fresh Mown,Green,,#92b34d,38.924,valspar.com//en/colors/browse-colors/independent-retailers/green/fresh-mown-v022-2
1561,V118-2,Stately Graystone,Gray,Popular,#a9a8a2,38.902,valspar.com//en/colors/browse-colors/independent-retailers/gray/stately-graystone-v118-2
1562,6003-6B,Fiddlehead Fern,Green,,#a3ad69,38.878,valspar.com//en/colors/browse-colors/lowes/green/fiddlehead-fern-6003-6b
1563,T572,Heather Bay,Purple,The Classic Collection,#b1a4a7,38.809,valspar.com//en/colors/browse-colors/independent-retailers/purple/heather-bay-t572
1564,3005-7C,Lewis Gold,Yellow,,#cc9f61,38.763,valspar.com//en/colors/browse-colors/lowes/yellow/lewis-gold-3005-7c
1565,V055-4,Excitable,Yellow,,#c8a24f,38.724,valspar.com//en/colors/browse-colors/independent-retailers/yellow/excitable-v055-4
1566,T573,Poetry in Motion,Neutral,The Classic Collection,#baa299,38.714,valspar.com//en/colors/browse-colors/independent-retailers/neutral/poetry-in-motion-t573
1567,V145-3,Building Block,Gray,,#a8a89f,38.707,valspar.com//en/colors/browse-colors/independent-retailers/gray/building-block-v145-3
1568,V099-4,Atlantic Foam,Blue,,#9aaba1,38.583,valspar.com//en/colors/browse-colors/independent-retailers/blue/atlantic-foam-v099-4
1569,V102-4,Fog Blue,Blue,,#8eadac,38.554,valspar.com//en/colors/browse-colors/independent-retailers/blue/fog-blue-v102-4
1570,1008-10A,Naked Clay,Red,,#c49f90,38.553,valspar.com//en/colors/browse-colors/lowes/red/naked-clay-1008-10a
1571,2011-1,Orange Fruit,Orange,,#fc8901,38.533,valspar.com//en/colors/browse-colors/lowes/orange/orange-fruit-2011-1
1572,3001-3B,Toffee Cream,Orange,,#e09655,38.531,valspar.com//en/colors/browse-colors/lowes/orange/toffee-cream-3001-3b
1573,M219,Warm Shale,Gray,The Bold Collection,#a8a7a5,38.523,valspar.com//en/colors/browse-colors/independent-retailers/gray/warm-shale-m219
1574,V057-4,Summer Moss,Green,,#b3a85b,38.485,valspar.com//en/colors/browse-colors/independent-retailers/green/summer-moss-v057-4
1575,V100-4,April Rain,Blue,,#98aba7,38.452,valspar.com//en/colors/browse-colors/independent-retailers/blue/april-rain-v100-4
